Building ID,yield drift,yield force,peak drift,peak force,2% drift,2% force,2% area,fitted initial stiffness,fitted hardening stiffness,fitted hardening ratio
1083,0.007119495,0.22498395,0.00860806,0.24882759,0.02,0.23791,0.004064,31.4451175,3.09222,0.09832
1086,0.007818,0.251892,0.015503,0.270109,0.02,0.23791,0.004064,34.016544,3.09222,0.09832
1089,0.006269524,0.224960341,0.0140522,0.253700948,0.02,0.238695547,0.004082371,35.43134069,4.480037214,0.12644278
1092,0.006932383,0.242568871,0.0175092,0.258108051,0.02,0.255843893,0.004161746,34.44562888,1.812866202,0.05262979
1095,0.006928207,0.240697493,0.0174908,0.260795675,0.02,0.254938628,0.004163326,34.29124522,2.266990792,0.0661099
1098,0.006128838,0.246175207,0.0137775,0.266999185,0.02,0.238292757,0.004325409,39.95862056,3.258222022,0.081539902
1101,0.006160529,0.231854425,0.0142399,0.249535887,0.0166896,0.246528083,0.003287689,37.35260604,2.639296734,0.070658972
1104,0.005939729,0.230308423,0.0140888,0.250719235,0.02,0.238750895,0.004131494,38.39059793,3.129074062,0.08150626
1107,0.006349703,0.203110066,0.0107162,0.213908723,0.02,0.120360066,0.003215348,31.95087186,2.785326011,0.087175274
1110,0.007110835,0.235738716,0.0126923,0.249947131,0.02,0.189721967,0.003858251,33.11026018,2.970960215,0.089729292
1113,0.006654738,0.247075402,0.0118081,0.258432534,0.02,0.212360436,0.004123411,37.07949882,2.557408536,0.068970957
1116,0.006676658,0.219667663,0.0120203,0.230216101,0.02,0.143147002,0.003560373,32.84402643,2.37640217,0.072354167
1119,0.006285127,0.236560213,0.0131742,0.241613644,0.02,0.222530825,0.003995948,37.55518437,0.928780392,0.024731083
1122,0.005984372,0.232340962,0.0138594,0.241907456,0.02,0.230235228,0.004032081,38.69742337,1.570214174,0.040576711
1125,0.005689961,0.18543343,0.012931,0.190592245,0.02,0.178216398,0.003212679,32.43160182,0.978649288,0.030175793
1128,0.005752639,0.177764249,0.0117993,0.183220568,0.02,0.17113708,0.003081929,30.77405065,1.259196458,0.040917475
1134,0.009109768,0.236305367,0.0156145,0.253221227,0.02,0.243993499,0.003803007,25.41681477,3.268845184,0.128609553
1137,0.00843838,0.217610412,0.0141777,0.26802422,0.02,0.261553728,0.003894861,25.55238391,10.78396297,0.422033537
1140,0.007929774,0.241923555,0.00957118,0.258538969,0.02,0.225271053,0.003978965,30.40691753,12.24750661,0.402786853
1143,0.007510741,0.223833443,0.0143015,0.242807799,0.02,0.219724193,0.003785863,29.50189678,3.501567147,0.11868956
1146,0.007526957,0.235906312,0.0121176,0.245445297,0.02,0.203210996,0.00384333,31.16989113,2.588746534,0.083052794
1149,0.007460069,0.2219505,0.0152697,0.247298586,0.02,0.241321558,0.003852552,29.40883038,3.970391477,0.135006779
1152,0.005660797,0.204636421,0.0116932,0.21584987,0.02,0.147481992,0.003482127,35.76539445,2.186543921,0.061135742
1155,0.005714416,0.206616157,0.0121662,0.21559767,0.02,0.191416568,0.003588587,36.0003096,1.662597566,0.046182869
1158,0.005962473,0.21046327,0.0114324,0.217918619,0.02,0.112598001,0.003364481,35.1377774,1.62209217,0.046163767
1161,0.007012652,0.209218526,0.0123632,0.218773731,0.02,0.189927562,0.003504328,29.76378408,2.182659945,0.073332744
1164,0.006720708,0.246299585,0.013047,0.260689493,0.02,0.239806365,0.004208193,36.5333178,2.778729087,0.076060135
1167,0.006569525,0.218290375,0.0118846,0.23273528,0.02,0.180555178,0.003683068,33.12784188,3.189149927,0.096267965
1170,0.005975768,0.211629058,0.0115128,0.217350524,0.02,0.193578868,0.003599832,35.26239014,1.276847671,0.036209901
1173,0.006088484,0.222910623,0.0122949,0.229077301,0.02,0.215879368,0.003817883,36.3929053,1.207576072,0.033181634
1176,0.006249375,0.2123629,0.0136453,0.219472054,0.02,0.208381722,0.003636952,33.77120068,1.193709653,0.035346971
1188,0.009072031,0.250136671,0.0139915,0.272932935,0.02,0.260283516,0.004069621,27.17384437,5.866267352,0.215879184
1191,0.010319419,0.269950783,0.0219915,0.282469934,0.02,0.281973395,0.004110889,25.49014782,1.374948118,0.053940374
1194,0.009785455,0.251122151,0.0163462,0.270971445,0.02,0.267242527,0.003963637,25.2355744,3.885946117,0.15398683
1197,0.006036333,0.20337045,0.0097906,0.231983564,0.02,0.022023732,0.002857377,33.49703985,9.066154221,0.270655385
1200,0.005823206,0.183021783,0.012265,0.206261871,0.02,0.008391111,0.002732458,31.19266836,4.474361485,0.143442729
1203,0.005872279,0.182702635,0.0104872,0.207404329,0.02,0.008746513,0.002595098,30.95667027,6.335161385,0.204646085
1206,0.005835458,0.20102099,0.011188,0.211991785,0.02,0.148373211,0.003392406,34.35677636,2.468710568,0.071855128
1209,0.005976321,0.211027099,0.0104786,0.224102452,0.02,0.198139892,0.003691023,35.2390583,3.669007293,0.104117632
1212,0.005497572,0.187782343,0.0105128,0.197663919,0.02,0.124590867,0.003141609,34.06605349,2.374417797,0.069700407
1215,0.008017242,0.278482572,0.0220879,0.314580007,0.02,0.312964896,0.004690745,34.46760495,3.057745069,0.088713593
1218,0.007514996,0.267843897,0.020902,0.300948181,0.02,0.300777453,0.004586936,35.53265127,2.937237191,0.082663046
1221,0.007360743,0.250433799,0.0201603,0.281044613,0.02,0.281013868,0.00431752,33.89893209,2.833083416,0.083574415
1224,0.006335003,0.220786511,0.0152885,0.242339287,0.02,0.235667841,0.003931083,34.73438969,3.062950049,0.08818206
1227,0.006878114,0.240769211,0.0164744,0.25803397,0.02,0.254847213,0.004159278,34.77468738,2.36153664,0.067909644
1242,0.011015442,0.317583844,0.0273764,0.342565453,0.02,0.334830846,0.004700273,28.45063204,1.758757445,0.061817869
1245,0.010085609,0.296410175,0.0198581,0.320526507,0.02,0.320517302,0.004592937,29.14712974,3.009833882,0.103263474
1248,0.009774112,0.277349288,0.0183013,0.299357409,0.02,0.298655547,0.004348654,28.21527852,3.095527353,0.109711033
1251,0.00837835,0.283869366,0.0205861,0.304968453,0.02,0.304796017,0.004648058,33.68393884,2.217222345,0.065824319
1254,0.007855569,0.288810511,0.0198397,0.315199302,0.02,0.315177294,0.004831206,36.63860979,2.52394747,0.068887643
1257,0.007293381,0.304174321,0.016685,0.332428614,0.02,0.327588225,0.00522557,41.56054873,3.623526084,0.087186676
1260,0.006962481,0.268011207,0.0174588,0.301468567,0.02,0.299306115,0.004718253,38.2768578,3.688049272,0.096351934
1263,0.007433394,0.255453042,0.019881,0.285664255,0.02,0.285660397,0.004402064,34.07084496,2.977692972,0.087397098
1266,0.00768129,0.242409134,0.0216026,0.272754894,0.02,0.272543689,0.004153316,30.98197835,2.761804392,0.089142287
1269,0.008003986,0.281053128,0.020809,0.312098746,0.02,0.311494023,0.004709167,34.91445679,2.822120049,0.080829556
1272,0.00805836,0.257262523,0.0229973,0.284582281,0.02,0.283206355,0.004287965,31.66691672,2.251056496,0.071085433
1275,0.007765249,0.247188254,0.0205305,0.271596712,0.02,0.271501397,0.004155709,31.74700495,2.234045275,0.070370269
1278,0.006459817,0.214931259,0.0147745,0.223780377,0.02,0.213731656,0.003679482,33.16536779,1.409295112,0.042492974
1281,0.007063664,0.225830656,0.0116269,0.235112034,0.02,0.228438826,0.003816122,31.89140569,2.770836387,0.086883482
1284,0.007232189,0.220019238,0.0158532,0.225270457,0.02,0.219403098,0.003651972,30.29703498,0.846057543,0.027925424
1296,0.009437549,0.286151421,0.0138859,0.295921857,0.0180327,0.282299436,0.003869218,30.18952309,2.770335238,0.09176479
1299,0.00839196,0.279381433,0.0134969,0.287127588,0.02,0.232748029,0.004359494,33.25846073,1.805012716,0.054272287
1302,0.008701741,0.271086611,0.0141291,0.276108642,0.02,0.241765113,0.004220189,31.10343017,1.18298429,0.038033885
1305,0.007903871,0.252436597,0.0128205,0.263501719,0.0186737,0.000466583,0.003522699,31.71763354,2.980884001,0.093981917
1308,0.008253717,0.268579981,0.013519,0.27859704,0.02,0.004127655,0.00395744,32.38611324,2.474964814,0.076420557
1311,0.008115201,0.278823821,0.0142706,0.284579048,0.02,0.260672246,0.004464588,34.21214196,1.268164787,0.037067682
1314,0.007172352,0.23776645,0.0120734,0.248760521,0.0190097,0.000106605,0.003263694,32.99155417,2.789052335,0.084538374
1317,0.007661313,0.228398584,0.0125995,0.236063484,0.02,0.033866637,0.003477298,29.68525618,2.061298407,0.069438458
1320,0.007366809,0.238656679,0.0105836,0.241751025,0.02,0.208074218,0.00385168,32.33346045,1.307653691,0.040442739
1323,0.007271361,0.245042838,0.0132564,0.263293267,0.0186966,0.251020365,0.003827742,33.65219848,3.603887075,0.107092173
1326,0.007165962,0.227786024,0.0131197,0.244946682,0.02,0.209001378,0.003850681,31.74330841,3.369386921,0.106144794
1329,0.008032557,0.237624378,0.014735,0.250651794,0.02,0.240279797,0.003898719,29.52831061,2.312805057,0.078325004
1332,0.007121074,0.220440768,0.0150085,0.228074214,0.02,0.219948931,0.00368672,30.82196441,1.19569726,0.038793675
1335,0.006957264,0.20978871,0.0143974,0.216019503,0.02,0.207454467,0.00351591,30.02198661,1.058559291,0.035259468
1338,0.006872407,0.20012171,0.0135214,0.205690351,0.02,0.196731121,0.003357961,28.9968343,1.055064335,0.036385501
1350,0.01048581,0.278936438,0.0148162,0.303227728,0.02,0.297146269,0.004300529,26.42359197,6.844081251,0.259014038
1353,0.01091393,0.264423336,0.0155812,0.290302935,0.02,0.285111576,0.004035227,24.0472331,6.9786061,0.290204119
1356,0.007405829,0.221791763,0.0119829,0.233318112,0.02,0.034558489,0.003372066,29.89181454,3.16629945,0.105925301
1359,0.007071219,0.244401398,0.0130171,0.263096017,0.02,0.117927715,0.003871202,34.47147134,3.907764777,0.113362286
1362,0.006937745,0.23230906,0.0124359,0.250344098,0.02,0.100229907,0.003656361,33.40567882,4.0073408,0.119959867
1365,0.007215276,0.233018478,0.0130342,0.250160731,0.02,0.220454218,0.003941785,32.24959383,3.54224762,0.109838519
1368,0.006677988,0.211085062,0.0128803,0.219021241,0.02,0.184380138,0.003530625,31.54268869,1.559096992,0.049428158
1371,0.006736694,0.196539683,0.013047,0.207573037,0.02,0.179389293,0.003334145,29.12353828,2.03805373,0.069979606
1374,0.006638359,0.191808147,0.0123761,0.20736512,0.02,0.149141172,0.003234549,28.85807251,3.111764491,0.107829949
1377,0.009119658,0.311549254,0.0199679,0.352646289,0.02,0.352643264,0.005104159,33.7524833,4.679848409,0.138651973
1380,0.009116052,0.343088386,0.0212729,0.374013473,0.02,0.373932203,0.005516311,37.3274965,3.313561613,0.088769993
1383,0.009224423,0.336810142,0.0212363,0.356752128,0.02,0.356679274,0.005329935,36.27044151,2.238363034,0.061713145
1404,0.00960604,0.351451977,0.0238736,0.405124842,0.02,0.401081486,0.005642099,35.93054567,4.647250795,0.129339833
1407,0.010784962,0.353104185,0.0256502,0.394210664,0.02,0.383915261,0.005312896,32.51821418,3.152271778,0.09693865
1410,0.010542642,0.332497313,0.0233791,0.376747771,0.02,0.371592808,0.005123204,31.02280514,4.119304587,0.132783111
1413,0.008923616,0.331454843,0.0200778,0.365558574,0.02,0.365557233,0.00537701,37.05285023,3.630247016,0.097974838
1416,0.009000033,0.308799291,0.0204899,0.343337471,0.02,0.342946528,0.004991027,34.22966098,3.305469959,0.096567417
1419,0.009059885,0.316228904,0.0191209,0.338958268,0.02,0.338951265,0.005054644,34.82397313,2.751776592,0.079019605
1422,0.007915018,0.261898151,0.0170192,0.279425042,0.02,0.276783632,0.004361934,32.90983406,2.534691626,0.077019277
1425,0.007820108,0.251183393,0.0170101,0.268043599,0.02,0.265284749,0.004197239,31.95092323,2.435865563,0.076237721
1428,0.008404334,0.277469838,0.0187225,0.290306624,0.02,0.290131722,0.004499813,32.75179015,1.704410226,0.052040216
1431,0.009144344,0.281151929,0.0183731,0.309588803,0.02,0.309321791,0.004530258,30.67083483,3.368472232,0.109826558
1434,0.009062558,0.310717939,0.0194209,0.319035416,0.02,0.318999985,0.004873647,34.18590652,1.087032582,0.031797682
1437,0.008976259,0.284034952,0.0155703,0.294616122,0.02,0.294489586,0.004501759,31.5834142,2.152600253,0.068156034
1458,0.011492002,0.341550769,0.014664,0.361863881,0.02,0.35846209,0.005007285,29.69552324,7.451588096,0.250933046
1461,0.011599292,0.319943459,0.0158311,0.332877677,0.02,0.328694262,0.004624728,27.54969325,3.792313256,0.137653557
1464,0.01184222,0.295763866,0.0152697,0.311886013,0.0152697,0.311886013,0.002799143,24.95336054,5.552962411,0.22253365
1467,0.00932744,0.302462428,0.0209505,0.342195136,0.02,0.341890122,0.004911648,31.92237281,4.274107514,0.133890658
1470,0.008875434,0.30523636,0.0162909,0.340652561,0.02,0.33964922,0.005038966,34.25188212,5.557625673,0.162257527
1473,0.008902546,0.276648408,0.0173607,0.321029957,0.02,0.320504627,0.004652081,30.74392184,6.175517315,0.200869536
1476,0.008659137,0.279803158,0.0172149,0.286915249,0.02,0.284360031,0.004444858,32.20505317,1.05876667,0.032875793
1479,0.008392864,0.269877407,0.016817,0.276259722,0.02,0.272979648,0.00432074,32.04205935,0.980725,0.030607427
1482,0.008208454,0.26042164,0.0164191,0.265856944,0.02,0.262237756,0.004189214,31.60936444,0.89113289,0.028192053
1485,0.008541431,0.266131696,0.0154658,0.280043118,0.02,0.272094196,0.004295053,31.09099881,2.427593598,0.078080271
1488,0.009557581,0.282053572,0.0154316,0.298471173,0.02,0.297388029,0.004438394,29.30128455,3.637630213,0.124145759
1491,0.009119571,0.282213171,0.0178205,0.291354887,0.02,0.289523544,0.004437278,30.70147874,1.354323735,0.044112655
1512,0.011760241,0.312410178,0.0158718,0.318086103,0.02,0.314510912,0.004451698,26.47371147,1.888715292,0.071343049
1515,0.007896773,0.234425991,0.011812,0.26370168,0.0164573,0.000353202,0.002718367,29.60304764,8.689635175,0.293538533
1518,0.009720995,0.270628106,0.0148675,0.289008105,0.02,0.283565084,0.004242198,27.75022468,4.357946321,0.157041839
1521,0.008815526,0.266890788,0.0167991,0.280463983,0.02,0.275383396,0.004270701,30.08452388,2.035194504,0.067649218
1524,0.009121244,0.305761594,0.0151325,0.316741811,0.02,0.315915044,0.00482155,33.39431849,2.413477882,0.072272111
1527,0.009220318,0.279976777,0.0159829,0.298409389,0.02,0.297721443,0.004477963,30.03909962,3.599577092,0.119829727
1530,0.008336626,0.231538664,0.0128419,0.243838958,0.0128419,0.243838958,0.00204796,27.64584069,3.472158776,0.125594255
1533,0.007811784,0.238947251,0.015547,0.250394331,0.02,0.24397314,0.00394339,30.52897026,1.857202494,0.060834102
1539,0.008092553,0.244559283,0.0143354,0.263551401,0.02,0.241954493,0.004050334,30.01265745,3.773957117,0.125745517
1542,0.008089768,0.23443953,0.0146862,0.249022291,0.02,0.226409877,0.003846424,28.75538747,2.780275463,0.096687115
1566,0.007508413,0.274971562,0.0194231,0.285952271,0.02,0.285820966,0.004558221,36.54280232,1.162915985,0.031823394
1569,0.008510138,0.258509506,0.019305,0.268121495,0.02,0.267641045,0.004155204,30.02737675,1.129101604,0.037602406
1572,0.008802283,0.245381794,0.0188192,0.255995604,0.02,0.255152114,0.003923777,27.48980909,1.373041143,0.049947278
1575,0.0055143,0.2101406,0.012722,0.253026,0.02,0.229138,0.003521,37.98245,4.061368,0.128095
1578,0.006386515,0.235563111,0.0182287,0.272700904,0.02,0.265313734,0.004300396,35.94309085,3.734301698,0.103894841
1581,0.00577199,0.231577893,0.0134717,0.253555601,0.02,0.223915113,0.004127627,39.89542971,3.37323118,0.08455182
1584,0.005312948,0.213981626,0.0084413,0.229642293,0.0084413,0.229642293,0.001267566,40.18404577,5.80918955,0.144564576
1587,0.005343172,0.188313894,0.0122874,0.204565524,0.0124089,0.204537392,0.001899026,35.15547841,2.576321465,0.073283641
1590,0.005248345,0.183644186,0.0123785,0.19902778,0.0129723,0.198653344,0.001971077,34.90253755,2.378057815,0.068134238
1593,0.006252304,0.228357694,0.0136062,0.243647536,0.02,0.230075845,0.003989009,36.43976916,2.684268202,0.073663151
1596,0.00626426,0.212497086,0.0113544,0.229623198,0.02,0.216526718,0.003746581,33.87293831,3.673402173,0.108446517
1599,0.006470514,0.202063413,0.0117817,0.217312403,0.02,0.204847115,0.003526189,31.17725505,3.141044801,0.100747959
1620,0.006897874,0.204776718,0.0135273,0.214737198,0.02,0.186665797,0.003426701,29.63839784,1.700560434,0.057376935
1623,0.006289199,0.193669958,0.0123307,0.204440218,0.02,0.167724835,0.003276509,30.74822805,2.011993948,0.065434468
1626,0.006479144,0.184152594,0.0126167,0.193264061,0.02,0.159259901,0.003091778,28.38165306,1.69610058,0.059760458
1629,0.006145368,0.227762197,0.0106213,0.233340761,0.02,0.173530411,0.003747008,36.93635246,1.711036343,0.046323912
1632,0.006126941,0.235659914,0.0114497,0.251361916,0.02,0.230558202,0.004128375,38.30267027,3.440962556,0.089836101
1635,0.005952853,0.229109262,0.0109237,0.243299521,0.02,0.218948196,0.004009607,38.33298164,3.280321444,0.085574388
1638,0.005557843,0.1844876,0.00862919,0.196446089,0.02,0.169058889,0.003240595,33.1566331,4.384068554,0.132222972
1641,0.005774478,0.203093989,0.00788955,0.214700985,0.02,0.183965486,0.003527285,35.13246812,6.351013779,0.180773345
1644,0.005359785,0.175620394,0.00835306,0.186573789,0.0126003,0.185149828,0.001805042,32.72844676,4.123641787,0.125995646
1647,0.007447046,0.263525447,0.0124135,0.271928986,0.02,0.238246473,0.004299909,35.25609476,2.075957993,0.058882245
1650,0.006894061,0.225016752,0.0122051,0.231081711,0.02,0.20680627,0.003722055,32.47824481,1.550342021,0.047734785
1653,0.007118072,0.214425976,0.0124936,0.218837001,0.02,0.195665375,0.003508775,30.00733492,1.154443577,0.038472046
1674,0.006018259,0.209754035,0.0090641,0.218639227,0.02,0.04878686,0.003149261,34.78797077,3.787440409,0.108872128
1677,0.00619168,0.189748929,0.00827564,0.1997498,0.02,0.229138,0.003521,30.57386,6.0431,0.19751
1680,0.006081377,0.180786679,0.00794551,0.189388243,0.02,0.116154308,0.002921231,29.67897565,5.866265302,0.19765727
1683,0.005851147,0.217851198,0.0100641,0.221157869,0.010734,0.220600731,0.001714445,37.11767921,1.048460042,0.028246918
1686,0.005996622,0.211406899,0.0101058,0.215711546,0.014516,0.201371159,0.002443956,35.14572221,1.341042279,0.038156629
1689,0.006197993,0.238326294,0.011484,0.245020479,0.0119647,0.244966917,0.002141369,38.33331645,1.642522203,0.042848424
1692,0.007385,0.237228,0.012722,0.253026,0.018227,0.229138,0.003521,28.535977,4.061368,0.128095
1695,0.005265763,0.161916992,0.00695513,0.171126848,0.02,0.14814372,0.002845315,30.71082383,6.395714953,0.208256053
1701,0.007353782,0.272740906,0.0140351,0.296833005,0.02,0.29251942,0.004686984,36.96893951,4.202299737,0.113671092
1704,0.007471435,0.256092094,0.0141903,0.280717891,0.02,0.27577532,0.004398609,34.178119,4.17877939,0.122264756
1707,0.007319425,0.242681438,0.0143927,0.265165268,0.02,0.260017515,0.004176293,33.05737331,3.59701967,0.108811418
1728,0.008308659,0.278938946,0.013087,0.295206329,0.013087,0.295206329,0.002538586,33.4971801,3.882553121,0.115906865
1731,0.0088997,0.267265759,0.0151754,0.282094746,0.02,0.276807644,0.004277818,29.98589871,2.814677694,0.093866711
1734,0.008086223,0.26431847,0.0157692,0.282938062,0.0188023,0.278597701,0.004041401,32.58684854,2.898887708,0.088958824
1737,0.007483156,0.271140257,0.0145108,0.291302849,0.0200001,0.262907306,0.004555841,36.15008052,3.601101029,0.099615298
1740,0.007647109,0.267982658,0.0136707,0.286310315,0.0136707,0.286310315,0.002701734,34.97708458,3.357960717,0.096004592
1743,0.007390504,0.261788036,0.0123381,0.281720906,0.0123381,0.281720906,0.002323678,35.31421208,4.749174254,0.13448337
1746,0.006490855,0.2034371,0.0116026,0.2214612,0.02,0.208161689,0.00358541,31.2327479,4.064302338,0.130129515
1749,0.00627122,0.1982621,0.0115688,0.215411228,0.02,0.201604993,0.003510506,31.49920927,3.750882554,0.119078626
1755,0.007634688,0.260561415,0.0109829,0.275730348,0.02,0.264927923,0.004365687,34.05831017,5.206845675,0.152880329
1758,0.007665869,0.250881874,0.0121137,0.262387138,0.02,0.251029756,0.004164321,32.65822828,3.464726148,0.10609045
1761,0.007254921,0.232375096,0.0101479,0.248928911,0.02,0.236007619,0.003971188,31.99644961,6.6714578,0.20850619
1782,0.007399283,0.22692007,0.0123471,0.238357101,0.0188199,0.164896039,0.003476826,30.38819041,3.068103123,0.100963667
1785,0.007082882,0.212385886,0.00996384,0.239136377,0.0150131,0.109401137,0.002419195,29.86905501,10.89528238,0.364768232
1788,0.008743736,0.292361682,0.0136752,0.314278866,0.0136752,0.314278866,0.002785853,33.36464429,5.193730604,0.155665697
1791,0.007422469,0.244289092,0.0140993,0.269629893,0.02,0.264221735,0.004222102,32.71948328,4.405220701,0.134636011
1794,0.007644673,0.236143375,0.0154635,0.259005535,0.02,0.255104094,0.004030283,30.6476488,3.467293769,0.113134087
1797,0.00725052,0.21923565,0.0138166,0.250719657,0.0151644,0.250304194,0.00269876,29.99544197,5.584679665,0.186184277
1800,0.006317314,0.191075798,0.00824458,0.205994356,0.02,0.182590044,0.003337103,30.22062445,9.183648913,0.303886802
1803,0.006262283,0.187022106,0.0085503,0.200371749,0.0162755,0.192772715,0.0025656,29.82662938,7.286811083,0.24430555
1809,0.007265972,0.19471886,0.0122436,0.20523372,0.02,0.098189372,0.003071832,26.76519981,2.525474561,0.094356649
1812,0.007768561,0.223240108,0.0108654,0.237146368,0.02,0.222377123,0.003722655,28.62353679,5.756706444,0.201117929
1815,0.007454003,0.225495119,0.0129135,0.229629951,0.02,0.211806984,0.003671862,30.15314876,1.035501769,0.034341414
1836,0.007802941,0.226411369,0.0103558,0.241865507,0.0103558,0.241865507,0.001484738,28.98870129,6.924267774,0.238860917
1839,0.0085693,0.24966321,0.012722,0.253026,0.018227,0.229138,0.003521,29.1289384,4.061368,0.128095
1842,0.007979012,0.252834632,0.0123654,0.271127488,0.0133397,0.270367159,0.002432368,31.61559698,5.029393916,0.159079518
1845,0.006867721,0.205659619,0.00986859,0.223921339,0.0145513,0.00010277,0.001954783,29.87574577,7.425062333,0.248531447
1848,0.00735818,0.218508273,0.0107115,0.226953411,0.02,0.1532014,0.00342835,29.65046921,3.265779833,0.110142602
1851,0.007155812,0.211292207,0.0104071,0.219196342,0.02,0.143154727,0.003311298,29.48257455,3.164830026,0.107345782
1863,0.008230661,0.259700185,0.0141565,0.285798184,0.02,0.283153527,0.004364779,31.46388539,5.037160233,0.160093395
1866,0.008169722,0.248223104,0.0159953,0.268595762,0.02,0.26575435,0.004131346,30.2639996,3.242450594,0.107138866
1890,0.009463189,0.321729471,0.0178441,0.339603304,0.02,0.336227527,0.005047435,33.912724,2.707348529,0.079832824
1893,0.009671667,0.31317012,0.0169534,0.331784452,0.02,0.330615116,0.00488508,32.30416312,2.88990748,0.089459289
1896,0.009367028,0.295601644,0.0163158,0.312666535,0.019359,0.311839378,0.004460121,31.48660678,2.811942372,0.089305983
1899,0.008139802,0.269303302,0.0134885,0.29470624,0.02,0.291446575,0.004532209,32.9819906,5.594160695,0.169612585
1902,0.007944732,0.259638118,0.01333,0.284416436,0.0159076,0.283645123,0.003243473,32.57858587,5.413504844,0.166167582
1905,0.008255524,0.250911638,0.0139642,0.27402781,0.0194669,0.27123687,0.004050963,30.29501128,4.783780465,0.157906542
1917,0.008095492,0.247254116,0.0106838,0.267022899,0.02,0.25900599,0.004146264,30.51198687,9.132178484,0.29929806
1920,0.00801357,0.237688209,0.0114924,0.251939409,0.02,0.243601125,0.003938651,29.6044408,5.244378575,0.177148375
1944,0.008835383,0.332597221,0.0176266,0.368894667,0.02,0.366654928,0.005457634,37.46011219,4.748507096,0.126761689
1947,0.009549201,0.306032025,0.0123504,0.323760335,0.0123504,0.323760335,0.002348204,32.01405896,7.192787334,0.224675895
1950,0.01000237,0.29918666,0.0194313,0.31761748,0.0194313,0.31761748,0.004420117,29.84051545,2.232990647,0.074830834
1953,0.008486115,0.262592887,0.0115779,0.274520426,0.02,0.263450594,0.004246687,30.88027637,5.145154681,0.166616212
1956,0.008493852,0.248314024,0.011075,0.264642771,0.02,0.254192858,0.004066128,29.19912365,7.980918995,0.273327347
1959,0.008157154,0.237413341,0.0105687,0.255605859,0.0162229,0.25364676,0.003009143,29.07705565,9.19687378,0.316293159
1971,0.008180871,0.239850062,0.0127179,0.245867633,0.02,0.231935652,0.003850866,29.26449115,1.752989513,0.059901589
1998,0.007191768,0.216360416,0.0110994,0.259176135,0.0143109,0.000365411,0.002281176,30.01417428,12.6279242,0.420732021
2001,0.009576081,0.290673001,0.0164103,0.303960678,0.02,0.292413207,0.004513929,30.21049165,2.319601322,0.076781317
2004,0.009416238,0.280126695,0.016109,0.291750586,0.0187949,0.285405758,0.004023731,29.64011919,2.144479206,0.072350559
2007,0.008097024,0.242602012,0.0137115,0.250852542,0.02,0.234457717,0.003916888,29.91447731,1.94646724,0.065067734
2010,0.008157871,0.232491799,0.0126058,0.241439912,0.0164712,0.238017969,0.002939392,28.46445285,2.599198539,0.091313842
2013,0.008280709,0.224464132,0.0125064,0.232955255,0.02,0.216835498,0.003611365,27.07595835,2.606790758,0.096276953
