building ID,number of story,bay width,story height ratio,number of bay,floor dead load,roof dead load,column beam ratio
704,9,20,2,5,50,20,2
705,9,20,2,5,50,67.5,1
706,9,20,2,5,50,67.5,1.5
707,9,20,2,5,50,67.5,2
708,9,20,2,5,50,115,1
709,9,20,2,5,50,115,1.5
710,9,20,2,5,50,115,2
711,9,20,2,5,80,20,1
712,9,20,2,5,80,20,1.5
713,9,20,2,5,80,20,2
714,9,20,2,5,80,67.5,1
715,9,20,2,5,80,67.5,1.5
716,9,20,2,5,80,67.5,2
717,9,20,2,5,80,115,1
718,9,20,2,5,80,115,1.5
719,9,20,2,5,80,115,2
720,9,20,2,5,110,20,1
721,9,20,2,5,110,20,1.5
722,9,20,2,5,110,20,2
723,9,20,2,5,110,67.5,1
724,9,20,2,5,110,67.5,1.5
725,9,20,2,5,110,67.5,2
726,9,20,2,5,110,115,1
727,9,20,2,5,110,115,1.5
728,9,20,2,5,110,115,2
729,9,30,1,3,50,20,1
730,9,30,1,3,50,20,1.5
731,9,30,1,3,50,20,2
732,9,30,1,3,50,67.5,1
733,9,30,1,3,50,67.5,1.5
734,9,30,1,3,50,67.5,2
735,9,30,1,3,50,115,1
736,9,30,1,3,50,115,1.5
737,9,30,1,3,50,115,2
738,9,30,1,3,80,20,1
739,9,30,1,3,80,20,1.5
740,9,30,1,3,80,20,2
741,9,30,1,3,80,67.5,1
742,9,30,1,3,80,67.5,1.5
743,9,30,1,3,80,67.5,2
744,9,30,1,3,80,115,1
745,9,30,1,3,80,115,1.5
746,9,30,1,3,80,115,2
747,9,30,1,3,110,20,1
748,9,30,1,3,110,20,1.5
749,9,30,1,3,110,20,2
750,9,30,1,3,110,67.5,1
751,9,30,1,3,110,67.5,1.5
752,9,30,1,3,110,67.5,2
753,9,30,1,3,110,115,1
754,9,30,1,3,110,115,1.5
755,9,30,1,3,110,115,2
756,9,30,1,5,50,20,1
757,9,30,1,5,50,20,1.5
758,9,30,1,5,50,20,2
759,9,30,1,5,50,67.5,1
760,9,30,1,5,50,67.5,1.5
761,9,30,1,5,50,67.5,2
762,9,30,1,5,50,115,1
763,9,30,1,5,50,115,1.5
764,9,30,1,5,50,115,2
765,9,30,1,5,80,20,1
766,9,30,1,5,80,20,1.5
767,9,30,1,5,80,20,2
768,9,30,1,5,80,67.5,1
769,9,30,1,5,80,67.5,1.5
770,9,30,1,5,80,67.5,2
771,9,30,1,5,80,115,1
772,9,30,1,5,80,115,1.5
773,9,30,1,5,80,115,2
774,9,30,1,5,110,20,1
775,9,30,1,5,110,20,1.5
776,9,30,1,5,110,20,2
777,9,30,1,5,110,67.5,1
778,9,30,1,5,110,67.5,1.5
779,9,30,1,5,110,67.5,2
780,9,30,1,5,110,115,1
781,9,30,1,5,110,115,1.5
782,9,30,1,5,110,115,2
783,9,30,1.5,3,50,20,1
784,9,30,1.5,3,50,20,1.5
785,9,30,1.5,3,50,20,2
786,9,30,1.5,3,50,67.5,1
787,9,30,1.5,3,50,67.5,1.5
788,9,30,1.5,3,50,67.5,2
789,9,30,1.5,3,50,115,1
790,9,30,1.5,3,50,115,1.5
791,9,30,1.5,3,50,115,2
792,9,30,1.5,3,80,20,1
793,9,30,1.5,3,80,20,1.5
794,9,30,1.5,3,80,20,2
795,9,30,1.5,3,80,67.5,1
796,9,30,1.5,3,80,67.5,1.5
797,9,30,1.5,3,80,67.5,2
798,9,30,1.5,3,80,115,1
799,9,30,1.5,3,80,115,1.5
800,9,30,1.5,3,80,115,2
801,9,30,1.5,3,110,20,1
802,9,30,1.5,3,110,20,1.5
803,9,30,1.5,3,110,20,2
804,9,30,1.5,3,110,67.5,1
805,9,30,1.5,3,110,67.5,1.5
806,9,30,1.5,3,110,67.5,2
807,9,30,1.5,3,110,115,1
808,9,30,1.5,3,110,115,1.5
809,9,30,1.5,3,110,115,2
810,9,30,1.5,5,50,20,1
811,9,30,1.5,5,50,20,1.5
812,9,30,1.5,5,50,20,2
813,9,30,1.5,5,50,67.5,1
814,9,30,1.5,5,50,67.5,1.5
815,9,30,1.5,5,50,67.5,2
816,9,30,1.5,5,50,115,1
817,9,30,1.5,5,50,115,1.5
818,9,30,1.5,5,50,115,2
819,9,30,1.5,5,80,20,1
820,9,30,1.5,5,80,20,1.5
821,9,30,1.5,5,80,20,2
822,9,30,1.5,5,80,67.5,1
823,9,30,1.5,5,80,67.5,1.5
824,9,30,1.5,5,80,67.5,2
825,9,30,1.5,5,80,115,1
826,9,30,1.5,5,80,115,1.5
827,9,30,1.5,5,80,115,2
828,9,30,1.5,5,110,20,1
829,9,30,1.5,5,110,20,1.5
830,9,30,1.5,5,110,20,2
831,9,30,1.5,5,110,67.5,1
832,9,30,1.5,5,110,67.5,1.5
833,9,30,1.5,5,110,67.5,2
834,9,30,1.5,5,110,115,1
835,9,30,1.5,5,110,115,1.5
836,9,30,1.5,5,110,115,2
837,9,30,2,3,50,20,1
838,9,30,2,3,50,20,1.5
839,9,30,2,3,50,20,2
840,9,30,2,3,50,67.5,1
841,9,30,2,3,50,67.5,1.5
842,9,30,2,3,50,67.5,2
843,9,30,2,3,50,115,1
844,9,30,2,3,50,115,1.5
845,9,30,2,3,50,115,2
846,9,30,2,3,80,20,1
847,9,30,2,3,80,20,1.5
848,9,30,2,3,80,20,2
849,9,30,2,3,80,67.5,1
850,9,30,2,3,80,67.5,1.5
851,9,30,2,3,80,67.5,2
852,9,30,2,3,80,115,1
853,9,30,2,3,80,115,1.5
854,9,30,2,3,80,115,2
855,9,30,2,3,110,20,1
856,9,30,2,3,110,20,1.5
857,9,30,2,3,110,20,2
858,9,30,2,3,110,67.5,1
859,9,30,2,3,110,67.5,1.5
860,9,30,2,3,110,67.5,2
861,9,30,2,3,110,115,1
862,9,30,2,3,110,115,1.5
863,9,30,2,3,110,115,2
864,9,30,2,5,50,20,1
865,9,30,2,5,50,20,1.5
866,9,30,2,5,50,20,2
867,9,30,2,5,50,67.5,1
868,9,30,2,5,50,67.5,1.5
869,9,30,2,5,50,67.5,2
870,9,30,2,5,50,115,1
871,9,30,2,5,50,115,1.5
872,9,30,2,5,50,115,2
873,9,30,2,5,80,20,1
874,9,30,2,5,80,20,1.5
875,9,30,2,5,80,20,2
876,9,30,2,5,80,67.5,1
877,9,30,2,5,80,67.5,1.5
878,9,30,2,5,80,67.5,2
879,9,30,2,5,80,115,1
880,9,30,2,5,80,115,1.5
881,9,30,2,5,80,115,2
882,9,30,2,5,110,20,1
883,9,30,2,5,110,20,1.5
884,9,30,2,5,110,20,2
885,9,30,2,5,110,67.5,1
886,9,30,2,5,110,67.5,1.5
887,9,30,2,5,110,67.5,2
888,9,30,2,5,110,115,1
889,9,30,2,5,110,115,1.5
890,9,30,2,5,110,115,2
891,9,40,1,3,50,20,1
892,9,40,1,3,50,20,1.5
893,9,40,1,3,50,20,2
894,9,40,1,3,50,67.5,1
895,9,40,1,3,50,67.5,1.5
896,9,40,1,3,50,67.5,2
897,9,40,1,3,50,115,1
898,9,40,1,3,50,115,1.5
899,9,40,1,3,50,115,2
900,9,40,1,3,80,20,1
901,9,40,1,3,80,20,1.5
902,9,40,1,3,80,20,2
903,9,40,1,3,80,67.5,1
904,9,40,1,3,80,67.5,1.5
905,9,40,1,3,80,67.5,2
906,9,40,1,3,80,115,1
907,9,40,1,3,80,115,1.5
908,9,40,1,3,80,115,2
909,9,40,1,3,110,20,1
910,9,40,1,3,110,20,1.5
911,9,40,1,3,110,20,2
912,9,40,1,3,110,67.5,1
913,9,40,1,3,110,67.5,1.5
914,9,40,1,3,110,67.5,2
915,9,40,1,3,110,115,1
916,9,40,1,3,110,115,1.5
917,9,40,1,3,110,115,2
918,9,40,1,5,50,20,1
919,9,40,1,5,50,20,1.5
920,9,40,1,5,50,20,2
921,9,40,1,5,50,67.5,1
922,9,40,1,5,50,67.5,1.5
923,9,40,1,5,50,67.5,2
924,9,40,1,5,50,115,1
925,9,40,1,5,50,115,1.5
926,9,40,1,5,50,115,2
927,9,40,1,5,80,20,1
928,9,40,1,5,80,20,1.5
929,9,40,1,5,80,20,2
930,9,40,1,5,80,67.5,1
931,9,40,1,5,80,67.5,1.5
932,9,40,1,5,80,67.5,2
933,9,40,1,5,80,115,1
934,9,40,1,5,80,115,1.5
935,9,40,1,5,80,115,2
936,9,40,1,5,110,20,1
937,9,40,1,5,110,20,1.5
938,9,40,1,5,110,20,2
939,9,40,1,5,110,67.5,1
940,9,40,1,5,110,67.5,1.5
941,9,40,1,5,110,67.5,2
942,9,40,1,5,110,115,1
943,9,40,1,5,110,115,1.5
944,9,40,1,5,110,115,2
945,9,40,1.5,3,50,20,1
946,9,40,1.5,3,50,20,1.5
947,9,40,1.5,3,50,20,2
948,9,40,1.5,3,50,67.5,1
949,9,40,1.5,3,50,67.5,1.5
950,9,40,1.5,3,50,67.5,2
951,9,40,1.5,3,50,115,1
952,9,40,1.5,3,50,115,1.5
953,9,40,1.5,3,50,115,2
954,9,40,1.5,3,80,20,1
955,9,40,1.5,3,80,20,1.5
956,9,40,1.5,3,80,20,2
957,9,40,1.5,3,80,67.5,1
958,9,40,1.5,3,80,67.5,1.5
959,9,40,1.5,3,80,67.5,2
960,9,40,1.5,3,80,115,1
961,9,40,1.5,3,80,115,1.5
962,9,40,1.5,3,80,115,2
963,9,40,1.5,3,110,20,1
964,9,40,1.5,3,110,20,1.5
965,9,40,1.5,3,110,20,2
966,9,40,1.5,3,110,67.5,1
967,9,40,1.5,3,110,67.5,1.5
968,9,40,1.5,3,110,67.5,2
969,9,40,1.5,3,110,115,1
970,9,40,1.5,3,110,115,1.5
971,9,40,1.5,3,110,115,2
972,9,40,1.5,5,50,20,1
973,9,40,1.5,5,50,20,1.5
974,9,40,1.5,5,50,20,2
975,9,40,1.5,5,50,67.5,1
976,9,40,1.5,5,50,67.5,1.5
977,9,40,1.5,5,50,67.5,2
978,9,40,1.5,5,50,115,1
979,9,40,1.5,5,50,115,1.5
980,9,40,1.5,5,50,115,2
981,9,40,1.5,5,80,20,1
982,9,40,1.5,5,80,20,1.5
983,9,40,1.5,5,80,20,2
984,9,40,1.5,5,80,67.5,1
985,9,40,1.5,5,80,67.5,1.5
986,9,40,1.5,5,80,67.5,2
987,9,40,1.5,5,80,115,1
988,9,40,1.5,5,80,115,1.5
989,9,40,1.5,5,80,115,2
990,9,40,1.5,5,110,20,1
991,9,40,1.5,5,110,20,1.5
992,9,40,1.5,5,110,20,2
993,9,40,1.5,5,110,67.5,1
994,9,40,1.5,5,110,67.5,1.5
995,9,40,1.5,5,110,67.5,2
996,9,40,1.5,5,110,115,1
997,9,40,1.5,5,110,115,1.5
998,9,40,1.5,5,110,115,2
999,9,40,2,3,50,20,1
1000,9,40,2,3,50,20,1.5
1001,9,40,2,3,50,20,2
1002,9,40,2,3,50,67.5,1
1003,9,40,2,3,50,67.5,1.5
1004,9,40,2,3,50,67.5,2
1005,9,40,2,3,50,115,1
1006,9,40,2,3,50,115,1.5
1007,9,40,2,3,50,115,2
1008,9,40,2,3,80,20,1
1009,9,40,2,3,80,20,1.5
1010,9,40,2,3,80,20,2
1011,9,40,2,3,80,67.5,1
1012,9,40,2,3,80,67.5,1.5
1013,9,40,2,3,80,67.5,2
1014,9,40,2,3,80,115,1
1015,9,40,2,3,80,115,1.5
1016,9,40,2,3,80,115,2
1017,9,40,2,3,110,20,1
1018,9,40,2,3,110,20,1.5
1019,9,40,2,3,110,20,2
1020,9,40,2,3,110,67.5,1
1021,9,40,2,3,110,67.5,1.5
1022,9,40,2,3,110,67.5,2
1023,9,40,2,3,110,115,1
1024,9,40,2,3,110,115,1.5
1025,9,40,2,3,110,115,2
1026,9,40,2,5,50,20,1
1027,9,40,2,5,50,20,1.5
1028,9,40,2,5,50,20,2
1029,9,40,2,5,50,67.5,1
1030,9,40,2,5,50,67.5,1.5
1031,9,40,2,5,50,67.5,2
1032,9,40,2,5,50,115,1
1033,9,40,2,5,50,115,1.5
1034,9,40,2,5,50,115,2
1035,9,40,2,5,80,20,1
1036,9,40,2,5,80,20,1.5
1037,9,40,2,5,80,20,2
1038,9,40,2,5,80,67.5,1
1039,9,40,2,5,80,67.5,1.5
1040,9,40,2,5,80,67.5,2
1041,9,40,2,5,80,115,1
1042,9,40,2,5,80,115,1.5
1043,9,40,2,5,80,115,2
1044,9,40,2,5,110,20,1
1045,9,40,2,5,110,20,1.5
1046,9,40,2,5,110,20,2
1047,9,40,2,5,110,67.5,1
1048,9,40,2,5,110,67.5,1.5
1049,9,40,2,5,110,67.5,2
1050,9,40,2,5,110,115,1
1051,9,40,2,5,110,115,1.5
1052,9,40,2,5,110,115,2
1053,14,20,1,3,50,20,1
1054,14,20,1,3,50,20,1.5
1055,14,20,1,3,50,20,2
1056,14,20,1,3,50,67.5,1
1057,14,20,1,3,50,67.5,1.5
1058,14,20,1,3,50,67.5,2
1059,14,20,1,3,50,115,1
1060,14,20,1,3,50,115,1.5
1061,14,20,1,3,50,115,2
1062,14,20,1,3,80,20,1
1063,14,20,1,3,80,20,1.5
1064,14,20,1,3,80,20,2
1065,14,20,1,3,80,67.5,1
1066,14,20,1,3,80,67.5,1.5
1067,14,20,1,3,80,67.5,2
1068,14,20,1,3,80,115,1
1069,14,20,1,3,80,115,1.5
1070,14,20,1,3,80,115,2
1071,14,20,1,3,110,20,1
1072,14,20,1,3,110,20,1.5
1073,14,20,1,3,110,20,2
1074,14,20,1,3,110,67.5,1
1075,14,20,1,3,110,67.5,1.5
1076,14,20,1,3,110,67.5,2
1077,14,20,1,3,110,115,1
1078,14,20,1,3,110,115,1.5
1079,14,20,1,3,110,115,2
1080,14,20,1,5,50,20,1
1081,14,20,1,5,50,20,1.5
1082,14,20,1,5,50,20,2
1083,14,20,1,5,50,67.5,1
1084,14,20,1,5,50,67.5,1.5
1085,14,20,1,5,50,67.5,2
1086,14,20,1,5,50,115,1
1087,14,20,1,5,50,115,1.5
1088,14,20,1,5,50,115,2
1089,14,20,1,5,80,20,1
1090,14,20,1,5,80,20,1.5
1091,14,20,1,5,80,20,2
1092,14,20,1,5,80,67.5,1
1093,14,20,1,5,80,67.5,1.5
1094,14,20,1,5,80,67.5,2
1095,14,20,1,5,80,115,1
1096,14,20,1,5,80,115,1.5
1097,14,20,1,5,80,115,2
1098,14,20,1,5,110,20,1
1099,14,20,1,5,110,20,1.5
1100,14,20,1,5,110,20,2
1101,14,20,1,5,110,67.5,1
1102,14,20,1,5,110,67.5,1.5
1103,14,20,1,5,110,67.5,2
1104,14,20,1,5,110,115,1
1105,14,20,1,5,110,115,1.5
1106,14,20,1,5,110,115,2
1107,14,20,1.5,3,50,20,1
1108,14,20,1.5,3,50,20,1.5
1109,14,20,1.5,3,50,20,2
1110,14,20,1.5,3,50,67.5,1
1111,14,20,1.5,3,50,67.5,1.5
1112,14,20,1.5,3,50,67.5,2
1113,14,20,1.5,3,50,115,1
1114,14,20,1.5,3,50,115,1.5
1115,14,20,1.5,3,50,115,2
1116,14,20,1.5,3,80,20,1
1117,14,20,1.5,3,80,20,1.5
1118,14,20,1.5,3,80,20,2
1119,14,20,1.5,3,80,67.5,1
1120,14,20,1.5,3,80,67.5,1.5
1121,14,20,1.5,3,80,67.5,2
1122,14,20,1.5,3,80,115,1
1123,14,20,1.5,3,80,115,1.5
1124,14,20,1.5,3,80,115,2
1125,14,20,1.5,3,110,20,1
1126,14,20,1.5,3,110,20,1.5
1127,14,20,1.5,3,110,20,2
1128,14,20,1.5,3,110,67.5,1
1129,14,20,1.5,3,110,67.5,1.5
1130,14,20,1.5,3,110,67.5,2
1131,14,20,1.5,3,110,115,1
1132,14,20,1.5,3,110,115,1.5
1133,14,20,1.5,3,110,115,2
1134,14,20,1.5,5,50,20,1
1135,14,20,1.5,5,50,20,1.5
1136,14,20,1.5,5,50,20,2
1137,14,20,1.5,5,50,67.5,1
1138,14,20,1.5,5,50,67.5,1.5
1139,14,20,1.5,5,50,67.5,2
1140,14,20,1.5,5,50,115,1
1141,14,20,1.5,5,50,115,1.5
1142,14,20,1.5,5,50,115,2
1143,14,20,1.5,5,80,20,1
1144,14,20,1.5,5,80,20,1.5
1145,14,20,1.5,5,80,20,2
1146,14,20,1.5,5,80,67.5,1
1147,14,20,1.5,5,80,67.5,1.5
1148,14,20,1.5,5,80,67.5,2
1149,14,20,1.5,5,80,115,1
1150,14,20,1.5,5,80,115,1.5
1151,14,20,1.5,5,80,115,2
1152,14,20,1.5,5,110,20,1
1153,14,20,1.5,5,110,20,1.5
1154,14,20,1.5,5,110,20,2
1155,14,20,1.5,5,110,67.5,1
1156,14,20,1.5,5,110,67.5,1.5
1157,14,20,1.5,5,110,67.5,2
1158,14,20,1.5,5,110,115,1
1159,14,20,1.5,5,110,115,1.5
1160,14,20,1.5,5,110,115,2
1161,14,20,2,3,50,20,1
1162,14,20,2,3,50,20,1.5
1163,14,20,2,3,50,20,2
1164,14,20,2,3,50,67.5,1
1165,14,20,2,3,50,67.5,1.5
1166,14,20,2,3,50,67.5,2
1167,14,20,2,3,50,115,1
1168,14,20,2,3,50,115,1.5
1169,14,20,2,3,50,115,2
1170,14,20,2,3,80,20,1
1171,14,20,2,3,80,20,1.5
1172,14,20,2,3,80,20,2
1173,14,20,2,3,80,67.5,1
1174,14,20,2,3,80,67.5,1.5
1175,14,20,2,3,80,67.5,2
1176,14,20,2,3,80,115,1
1177,14,20,2,3,80,115,1.5
1178,14,20,2,3,80,115,2
1179,14,20,2,3,110,20,1
1180,14,20,2,3,110,20,1.5
1181,14,20,2,3,110,20,2
1182,14,20,2,3,110,67.5,1
1183,14,20,2,3,110,67.5,1.5
1184,14,20,2,3,110,67.5,2
1185,14,20,2,3,110,115,1
1186,14,20,2,3,110,115,1.5
1187,14,20,2,3,110,115,2
1188,14,20,2,5,50,20,1
1189,14,20,2,5,50,20,1.5
1190,14,20,2,5,50,20,2
1191,14,20,2,5,50,67.5,1
1192,14,20,2,5,50,67.5,1.5
1193,14,20,2,5,50,67.5,2
1194,14,20,2,5,50,115,1
1195,14,20,2,5,50,115,1.5
1196,14,20,2,5,50,115,2
1197,14,20,2,5,80,20,1
1198,14,20,2,5,80,20,1.5
1199,14,20,2,5,80,20,2
1200,14,20,2,5,80,67.5,1
1201,14,20,2,5,80,67.5,1.5
1202,14,20,2,5,80,67.5,2
1203,14,20,2,5,80,115,1
1204,14,20,2,5,80,115,1.5
1205,14,20,2,5,80,115,2
1206,14,20,2,5,110,20,1
1207,14,20,2,5,110,20,1.5
1208,14,20,2,5,110,20,2
1209,14,20,2,5,110,67.5,1
1210,14,20,2,5,110,67.5,1.5
1211,14,20,2,5,110,67.5,2
1212,14,20,2,5,110,115,1
1213,14,20,2,5,110,115,1.5
1214,14,20,2,5,110,115,2
1215,14,30,1,3,50,20,1
1216,14,30,1,3,50,20,1.5
1217,14,30,1,3,50,20,2
1218,14,30,1,3,50,67.5,1
1219,14,30,1,3,50,67.5,1.5
1220,14,30,1,3,50,67.5,2
1221,14,30,1,3,50,115,1
1222,14,30,1,3,50,115,1.5
1223,14,30,1,3,50,115,2
1224,14,30,1,3,80,20,1
1225,14,30,1,3,80,20,1.5
1226,14,30,1,3,80,20,2
1227,14,30,1,3,80,67.5,1
1228,14,30,1,3,80,67.5,1.5
1229,14,30,1,3,80,67.5,2
1230,14,30,1,3,80,115,1
1231,14,30,1,3,80,115,1.5
1232,14,30,1,3,80,115,2
1233,14,30,1,3,110,20,1
1234,14,30,1,3,110,20,1.5
1235,14,30,1,3,110,20,2
1236,14,30,1,3,110,67.5,1
1237,14,30,1,3,110,67.5,1.5
1238,14,30,1,3,110,67.5,2
1239,14,30,1,3,110,115,1
1240,14,30,1,3,110,115,1.5
1241,14,30,1,3,110,115,2
1242,14,30,1,5,50,20,1
1243,14,30,1,5,50,20,1.5
1244,14,30,1,5,50,20,2
1245,14,30,1,5,50,67.5,1
1246,14,30,1,5,50,67.5,1.5
1247,14,30,1,5,50,67.5,2
1248,14,30,1,5,50,115,1
1249,14,30,1,5,50,115,1.5
1250,14,30,1,5,50,115,2
1251,14,30,1,5,80,20,1
1252,14,30,1,5,80,20,1.5
1253,14,30,1,5,80,20,2
1254,14,30,1,5,80,67.5,1
1255,14,30,1,5,80,67.5,1.5
1256,14,30,1,5,80,67.5,2
1257,14,30,1,5,80,115,1
1258,14,30,1,5,80,115,1.5
1259,14,30,1,5,80,115,2
1260,14,30,1,5,110,20,1
1261,14,30,1,5,110,20,1.5
1262,14,30,1,5,110,20,2
1263,14,30,1,5,110,67.5,1
1264,14,30,1,5,110,67.5,1.5
1265,14,30,1,5,110,67.5,2
1266,14,30,1,5,110,115,1
1267,14,30,1,5,110,115,1.5
1268,14,30,1,5,110,115,2
1269,14,30,1.5,3,50,20,1
1270,14,30,1.5,3,50,20,1.5
1271,14,30,1.5,3,50,20,2
1272,14,30,1.5,3,50,67.5,1
1273,14,30,1.5,3,50,67.5,1.5
1274,14,30,1.5,3,50,67.5,2
1275,14,30,1.5,3,50,115,1
1276,14,30,1.5,3,50,115,1.5
1277,14,30,1.5,3,50,115,2
1278,14,30,1.5,3,80,20,1
1279,14,30,1.5,3,80,20,1.5
1280,14,30,1.5,3,80,20,2
1281,14,30,1.5,3,80,67.5,1
1282,14,30,1.5,3,80,67.5,1.5
1283,14,30,1.5,3,80,67.5,2
1284,14,30,1.5,3,80,115,1
1285,14,30,1.5,3,80,115,1.5
1286,14,30,1.5,3,80,115,2
1287,14,30,1.5,3,110,20,1
1288,14,30,1.5,3,110,20,1.5
1289,14,30,1.5,3,110,20,2
1290,14,30,1.5,3,110,67.5,1
1291,14,30,1.5,3,110,67.5,1.5
1292,14,30,1.5,3,110,67.5,2
1293,14,30,1.5,3,110,115,1
1294,14,30,1.5,3,110,115,1.5
1295,14,30,1.5,3,110,115,2
1296,14,30,1.5,5,50,20,1
1297,14,30,1.5,5,50,20,1.5
1298,14,30,1.5,5,50,20,2
1299,14,30,1.5,5,50,67.5,1
1300,14,30,1.5,5,50,67.5,1.5
1301,14,30,1.5,5,50,67.5,2
1302,14,30,1.5,5,50,115,1
1303,14,30,1.5,5,50,115,1.5
1304,14,30,1.5,5,50,115,2
1305,14,30,1.5,5,80,20,1
1306,14,30,1.5,5,80,20,1.5
1307,14,30,1.5,5,80,20,2
1308,14,30,1.5,5,80,67.5,1
1309,14,30,1.5,5,80,67.5,1.5
1310,14,30,1.5,5,80,67.5,2
1311,14,30,1.5,5,80,115,1
1312,14,30,1.5,5,80,115,1.5
1313,14,30,1.5,5,80,115,2
1314,14,30,1.5,5,110,20,1
1315,14,30,1.5,5,110,20,1.5
1316,14,30,1.5,5,110,20,2
1317,14,30,1.5,5,110,67.5,1
1318,14,30,1.5,5,110,67.5,1.5
1319,14,30,1.5,5,110,67.5,2
1320,14,30,1.5,5,110,115,1
1321,14,30,1.5,5,110,115,1.5
1322,14,30,1.5,5,110,115,2
1323,14,30,2,3,50,20,1
1324,14,30,2,3,50,20,1.5
1325,14,30,2,3,50,20,2
1326,14,30,2,3,50,67.5,1
1327,14,30,2,3,50,67.5,1.5
1328,14,30,2,3,50,67.5,2
1329,14,30,2,3,50,115,1
1330,14,30,2,3,50,115,1.5
1331,14,30,2,3,50,115,2
1332,14,30,2,3,80,20,1
1333,14,30,2,3,80,20,1.5
1334,14,30,2,3,80,20,2
1335,14,30,2,3,80,67.5,1
1336,14,30,2,3,80,67.5,1.5
1337,14,30,2,3,80,67.5,2
1338,14,30,2,3,80,115,1
1339,14,30,2,3,80,115,1.5
1340,14,30,2,3,80,115,2
1341,14,30,2,3,110,20,1
1342,14,30,2,3,110,20,1.5
1343,14,30,2,3,110,20,2
1344,14,30,2,3,110,67.5,1
1345,14,30,2,3,110,67.5,1.5
1346,14,30,2,3,110,67.5,2
1347,14,30,2,3,110,115,1
1348,14,30,2,3,110,115,1.5
1349,14,30,2,3,110,115,2
1350,14,30,2,5,50,20,1
1351,14,30,2,5,50,20,1.5
1352,14,30,2,5,50,20,2
1353,14,30,2,5,50,67.5,1
1354,14,30,2,5,50,67.5,1.5
1355,14,30,2,5,50,67.5,2
1356,14,30,2,5,50,115,1
1357,14,30,2,5,50,115,1.5
1358,14,30,2,5,50,115,2
1359,14,30,2,5,80,20,1
1360,14,30,2,5,80,20,1.5
1361,14,30,2,5,80,20,2
1362,14,30,2,5,80,67.5,1
1363,14,30,2,5,80,67.5,1.5
1364,14,30,2,5,80,67.5,2
1365,14,30,2,5,80,115,1
1366,14,30,2,5,80,115,1.5
1367,14,30,2,5,80,115,2
1368,14,30,2,5,110,20,1
1369,14,30,2,5,110,20,1.5
1370,14,30,2,5,110,20,2
1371,14,30,2,5,110,67.5,1
1372,14,30,2,5,110,67.5,1.5
1373,14,30,2,5,110,67.5,2
1374,14,30,2,5,110,115,1
1375,14,30,2,5,110,115,1.5
